cond,path,n,rating_question_onset_mean,rating_question_onset_raw,rating_question_onset_std,video_onset_mean,video_onset_raw,video_onset_std,order
active,videos/ActiveVid/12_The Real Cost Commercial-Found It-.mov,1.0,35.103424072265625,35.103424072265625,0.0,1.0207912921905518,1.0207912921905518,0.0,0.0
